gw,lc,ld,ang
FALSE,skm,ltr,Kutong
FALSE,skn,ltr,"Subanon, Kolibugan"
FALSE,sko,ltr,Seko Tengah
FALSE,skp,ltr,Sekapan
FALSE,skq,ltr,Sininkere
FALSE,skr,rtl,Saraiki
FALSE,sks,ltr,Maia
FALSE,sks-x-dumudum,ltr,Dumudum
FALSE,sks-x-milalimuda,ltr,Milalimuda
FALSE,sks-x-rurunat,ltr,Rurunat
FALSE,sks-x-suaro,ltr,Suaro
FALSE,sks-x-tobenam,ltr,Tobenam
FALSE,sks-x-vidaro,ltr,Vidaro
FALSE,sks-x-wagedau,ltr,Wagedau
FALSE,sks-x-yakiba,ltr,Yakiba
FALSE,skt,ltr,Sakata
FALSE,sku,ltr,Sakao
FALSE,sku-x-noegabour,ltr,Noegabour
FALSE,sku-x-portolry,ltr,Port Olry
FALSE,skv,ltr,Skou
FALSE,skv-x-moso,ltr,Moso
FALSE,skx,ltr,Seko Padang
FALSE,sky,ltr,Sikaiana
FALSE,skz,ltr,Sekar
FALSE,sl,ltr,Slovene
FALSE,slc,ltr,Sáliba
FALSE,sld,ltr,Sissala
FALSE,sle,ltr,Sholaga
FALSE,slf,ltr,Swiss-Italian Sign Language
FALSE,slg,ltr,Selungai Murut
FALSE,slh,ltr,"Salish, Southern Puget Sound"
FALSE,sli,ltr,"Silesian, Lower"
FALSE,slj,ltr,Salumá
FALSE,sll,ltr,Salt-Yui
FALSE,slm,ltr,"Sama, Pangutaran"
FALSE,sln,ltr,Salinan
FALSE,slp,ltr,Lamaholot
FALSE,slp-x-pamakayu,ltr,Pamakayu
FALSE,slr,ltr,Salar
FALSE,sls,ltr,Singapore Sign Language
FALSE,slt,ltr,Sila
FALSE,slu,ltr,Selaru
FALSE,slw,ltr,Sialum
FALSE,slx,ltr,Salampasu
FALSE,sly,ltr,Selayar
FALSE,slz,ltr,Ma’ya
FALSE,sm,ltr,Samoan
FALSE,sma,ltr,"Saami, South"
FALSE,smb,ltr,Simbari
FALSE,smc,ltr,Som
FALSE,smd,ltr,Sama
FALSE,smf,ltr,Auwe
FALSE,smg,ltr,Simbali
FALSE,smh,ltr,Samei
FALSE,smj,ltr,"Saami, Lule"
FALSE,smk,ltr,Bolinao
FALSE,smk-x-Bolanons,ltr,Bol-Anons
FALSE,sml,ltr,"Sama, Central"
FALSE,smm,ltr,Musasa
FALSE,smn,ltr,"Saami, Inari"
FALSE,smp,ltr,Samaritan
FALSE,smq,ltr,Samo
FALSE,smr,ltr,Simeulue
FALSE,sms,ltr,"Saami, Skolt"
FALSE,smt,ltr,Simte
FALSE,smu,ltr,Somray
FALSE,smv,ltr,Samvedi
FALSE,smw,ltr,Sumbawa
FALSE,smx,ltr,Samba
FALSE,smy,ltr,Semnani
FALSE,smz,ltr,Simeku
FALSE,sn,ltr,Shona
FALSE,sna-x-doma,ltr,Doma
FALSE,sna-x-korekore,ltr,Korekore
FALSE,snb,ltr,Sebuyau
FALSE,snc,ltr,Sinaugoro
FALSE,snc-x-boku,ltr,
FALSE,snc-x-kamali,ltr,Kamali
FALSE,snc-x-kemorupu,ltr,Kemorupu
FALSE,snc-x-taboro,ltr,Taboro Sinaugoro
FALSE,sne,ltr,"Bidayuh, Bau"
FALSE,sne-x-dayaktengoh,ltr,
FALSE,sne-x-jagoibabang,ltr,
FALSE,snf,ltr,Noon
FALSE,sng,ltr,Sanga
FALSE,snh,ltr,Shinabo
FALSE,snj,ltr,"Sango, Riverain"
FALSE,snk,ltr,Soninke
FALSE,snl,ltr,Sangil
FALSE,snm,ltr,"Ma’di, Southern"
FALSE,snn,ltr,Siona
FALSE,sno,ltr,Snohomish
FALSE,snp,ltr,Siane
FALSE,snp-x-wandodavar,ltr,Wandodavarasa
FALSE,snq,ltr,Sangu
FALSE,snr,ltr,Sihan
FALSE,sns,ltr,Nahavaq
FALSE,snu,ltr,Viid
FALSE,snv,ltr,Sa’ban
FALSE,snv-x-longbila,ltr,Dayak Long Bila
FALSE,snw,ltr,Selee
FALSE,snx,ltr,Sam
FALSE,sny,ltr,Saniyo-Hiyewe
FALSE,snz,ltr,Sinsauru
FALSE,so,ltr,Somali
FALSE,soa,ltr,Thai Song
FALSE,sob,ltr,Sobei
FALSE,soc,ltr,So
FALSE,sod,ltr,Songoora
FALSE,soe,ltr,Songomeno
FALSE,sog,ltr,
FALSE,soh,ltr,Aka
FALSE,soi,ltr,Sonha
FALSE,soj,ltr,Soi
FALSE,sok,ltr,Sokoro
FALSE,sol,ltr,Solos
FALSE,soo,ltr,Songo
FALSE,sop,ltr,Songe
FALSE,sop-x-kiyashi,ltr,Kiyashi
FALSE,soq,ltr,Kanasi
FALSE,sor,ltr,Somrai
FALSE,sos,ltr,Seenku
FALSE,sos-x-sambla,ltr,
FALSE,sou,ltr,"Thai, Southern"
FALSE,sov,ltr,Sonsorol
FALSE,sow,ltr,Sowanda
FALSE,sox,ltr,Swo
FALSE,soy,ltr,Miyobe
FALSE,soz,ltr,Temi
FALSE,spb,ltr,Sepa
FALSE,spc,ltr,Sapé
FALSE,spd,ltr,Saep
FALSE,spe,ltr,Sepa
FALSE,spg,ltr,Sian
FALSE,spg-x-punanrian,ltr,Punan Rian
FALSE,spk,ltr,Sengo
FALSE,spl,ltr,Selepet
FALSE,spm,ltr,Akukem
FALSE,spn,ltr,Sanapaná
FALSE,spo,ltr,Spokane
FALSE,spp,ltr,"Sénoufo, Supyire"
FALSE,spq,ltr,"Spanish, Loreto-Ucayali"
FALSE,spr,ltr,Saparua
FALSE,sps,ltr,Saposa
FALSE,sps-x-bubuka,ltr,
FALSE,spt,ltr,Spiti Bhoti
FALSE,spu,ltr,Sapuan
FALSE,spv,ltr,Sambalpuri
FALSE,spx,ltr,
FALSE,spy,ltr,Sabaot
FALSE,sqa,ltr,Shama-Sambuga
FALSE,sqh,ltr,Shau
FALSE,sqi,ltr,Albanian
FALSE,sqk,ltr,Albanian Sign Language
FALSE,sqm,ltr,Suma
FALSE,sqn,ltr,Susquehannock
FALSE,sqo,ltr,Sorkhei
FALSE,sqq,ltr,Sou
FALSE,sqr,rtl,
FALSE,sqs,ltr,Sri Lankan Sign Language
FALSE,sqt,ltr,Soqotri
FALSE,squ,ltr,Squamish
FALSE,sr,ltr,Serbian
FALSE,sra,ltr,Saruga
FALSE,srb,ltr,Sora
FALSE,src,ltr,"Sardinian, Logudorese"
FALSE,sre,ltr,"Bakati’, Sara"
FALSE,srf,ltr,Nafi
FALSE,srg,ltr,Sulod
FALSE,srh,ltr,Sarikoli
FALSE,sri,ltr,Siriano
FALSE,srk,ltr,Serudung Murut
FALSE,srk-x-murutkabu,ltr,Murut Kabu
FALSE,srl,ltr,Isirawa
FALSE,sr-Latn,ltr,
FALSE,srm,ltr,Saramaccan
FALSE,srn,ltr,Sranan
FALSE,sro,ltr,"Sardinian, Campidanese"
FALSE,srq,ltr,Sirionó
FALSE,srr,ltr,Serer-Sine
FALSE,srs,ltr,Sarsi
FALSE,srt,ltr,Sauri
FALSE,sru,ltr,Suruí
FALSE,srv,ltr,"Sorsoganon, Southern"
FALSE,srx,ltr,Sirmauri
FALSE,sry,ltr,Sera
FALSE,srz,ltr,Shahmirzadi
FALSE,ss,ltr,Swati
FALSE,ssb,ltr,"Sama, Southern"
FALSE,ssc,ltr,Suba-Simbiti
FALSE,ssd,ltr,Siroi
FALSE,sse,ltr,"Sama, Balangingih"
FALSE,ssf,ltr,Thao
FALSE,ssg,ltr,Seimat
FALSE,ssh,rtl,"Arabic, Shihhi Spoken"
FALSE,ssi,ltr,Sansi
FALSE,ssj,ltr,Sausi
FALSE,ssj-x-kene,ltr,Kene
FALSE,ssj-x-wia,ltr,Wia
FALSE,ssk,ltr,Sunam
FALSE,ssl,ltr,"Sisaala, Western"
FALSE,ssm,ltr,Semnam
FALSE,ssn,ltr,Waata
FALSE,sso,ltr,Sissano
FALSE,ssp,ltr,Spanish Sign Language
FALSE,ssq,ltr,So’a
FALSE,ssr,ltr,Swiss-French Sign Language
FALSE,sss,ltr,Sô
FALSE,sst,ltr,Sinasina
FALSE,sst-x-dinga,ltr,Dinga
FALSE,sst-x-gunangi,ltr,Gunangi
FALSE,sst-x-kakora,ltr,Kakora
FALSE,sst-x-kondo,ltr,Kondo
FALSE,sst-x-malda,ltr,Malda
FALSE,ssu,ltr,Susuami
FALSE,ssv,ltr,Shark Bay
FALSE,ssx,ltr,Samberigi
FALSE,ssy,ltr,Saho
FALSE,ssy-x-irob,ltr,
FALSE,ssz,ltr,Sengseng
FALSE,st,ltr,Southern Sotho
FALSE,sta,ltr,Settla
FALSE,stb,ltr,"Subanen, Northern"
FALSE,std,ltr,Sentinel
FALSE,ste,ltr,Liana-Seti
FALSE,stf,ltr,Seta
FALSE,stg,ltr,Trieng
FALSE,sth,ltr,Shelta
FALSE,sti,ltr,"Stieng, Bulo"
FALSE,stj,ltr,"Samo, Matya"
FALSE,stk,ltr,Arammba
FALSE,stl,ltr,Stellingwerfs
FALSE,stm,ltr,Setaman
FALSE,stn,ltr,Owa
FALSE,stn-x-owariki,ltr,Owa Santa Catalina
FALSE,stn-x-tawarafa,ltr,Tawarafa
FALSE,sto,ltr,Stoney
FALSE,stp,ltr,"Tepehuan, Southeastern"
FALSE,stq,ltr,Saterfriesisch
FALSE,str,ltr,"Salish, Straits"
FALSE,sts,ltr,Shumashti
FALSE,stt,ltr,"Stieng, Budeh"
FALSE,stu,ltr,Samtao
FALSE,stv,ltr,Silt’e
FALSE,stw,ltr,Satawalese
FALSE,sty,ltr,"Tatar, Siberian"
FALSE,su,ltr,Sundanese
FALSE,sua,ltr,Sulka
FALSE,sub,ltr,Suku
FALSE,suc,ltr,"Subanon, Western"
FALSE,sud-x-sosudansl,ltr,
FALSE,sue,ltr,Suena
FALSE,sug,ltr,Suganga
FALSE,sui,ltr,Suki
FALSE,suj,ltr,Shubi
FALSE,suk,ltr,Sukuma
FALSE,sun-x-brebes,ltr,
FALSE,suq,ltr,Suri
FALSE,sur,ltr,Mwaghavul
FALSE,sus,ltr,Susu
FALSE,sut,ltr,Subtiaba
FALSE,suv,ltr,Puroik
FALSE,suw,ltr,Sumbwa
FALSE,sux,ltr,Sumerian
FALSE,suy,ltr,Suyá
FALSE,suz,ltr,Sunuwar
FALSE,sv,ltr,Swedish
FALSE,sva,ltr,Svan
FALSE,svb,ltr,Ulau-Suain
FALSE,svc,ltr,Vincentian Creole English
FALSE,sve,ltr,Serili
FALSE,svk,ltr,Slovakian Sign Language
FALSE,svm,ltr,Slavomolisano
FALSE,svr,ltr,Savara
FALSE,svs,ltr,Savosavo
FALSE,svx,ltr,Slalvian
TRUE,sw,ltr,Swahili
FALSE,swb,ltr,"Comorian, Maore"
FALSE,swc,ltr,"Swahili, Congo"
FALSE,swf,ltr,Sere
FALSE,swg,ltr,Swabian
FALSE,swh,ltr,Swahili
FALSE,swi,ltr,Sui
FALSE,swj,ltr,Sira
FALSE,swk,ltr,"Sena, Malawi"
FALSE,swl,ltr,Swedish Sign Language
FALSE,swm,ltr,Samosa
FALSE,swo,ltr,Shanenawa
FALSE,swp,ltr,Suau
FALSE,swp-x-bonalua,ltr,Bonalua
FALSE,swp-x-lausaha,ltr,Lausaha
FALSE,swp-x-sinaki,ltr,
FALSE,swq,ltr,Sharwa
FALSE,swr,ltr,Saweru
FALSE,sws,ltr,Seluwasan
FALSE,sws-x-makatian,ltr,Makatian
FALSE,swt,ltr,Sawila
FALSE,swu,ltr,Suwawa
FALSE,swv,ltr,Shekhawati
FALSE,sww,ltr,Sowa
FALSE,swx,ltr,Suruahá
FALSE,swy,ltr,Sarua
FALSE,sxb,ltr,Suba
FALSE,sxc,ltr,Sicanian
FALSE,sxe,ltr,Sighu
FALSE,sxg,ltr,Shixing
FALSE,sxk,ltr,Southern Kalapuya
FALSE,sxl,ltr,Selian
FALSE,sxm,ltr,Samre
FALSE,sxn,ltr,Sangir
FALSE,sxn-x-tagula,ltr,
FALSE,sxo,ltr,Sorothaptic
FALSE,sxr,ltr,Saaroa
FALSE,sxs,ltr,Sasaru
FALSE,sxu,ltr,"Saxon, Upper"
FALSE,sxw,ltr,"Gbe, Saxwe"
FALSE,sya,ltr,Siang
FALSE,sya-x-dayaksisang,ltr,
FALSE,syb,ltr,"Subanen, Central"
FALSE,syc,ltr,Syriac
FALSE,syi,ltr,Seki
FALSE,syk,ltr,Sukur
FALSE,syl,ltr,Sylheti
FALSE,sym,ltr,"Samo, Maya"
FALSE,syn,ltr,Senaya
FALSE,syo,ltr,Suoy
FALSE,syr,ltr,Syriac
FALSE,sys,ltr,Sinyar
FALSE,syw,ltr,Syuba
FALSE,syx,ltr,Samay
FALSE,syy,ltr,Al-Sayyid Bedouin Sign Language
FALSE,sza,ltr,Semelai
FALSE,szb,ltr,Ngalum
FALSE,szc,ltr,Semaq Beri
FALSE,sze,ltr,Seze
FALSE,szg,ltr,Kesengele
FALSE,szl,ltr,Silesian
FALSE,szn,ltr,Sula
FALSE,szp,ltr,Suabo
FALSE,szv,ltr,Isu
FALSE,szw,ltr,Sawai
TRUE,ta,ltr,Tamil
FALSE,taa,ltr,"Tanana, Lower"
FALSE,tab,ltr,Tabassaran
FALSE,tac,ltr,"Tarahumara, Western"
FALSE,tac-x-bajatarahu,ltr,Baja Tarahumara
FALSE,tad,ltr,Tause
FALSE,tae,ltr,Tariana
FALSE,taf,ltr,Tapirapé
FALSE,tag,ltr,Tagoi
FALSE,taj,ltr,"Tamang, Eastern"
FALSE,tak,ltr,Tala
FALSE,tal,ltr,Tal
FALSE,tam-x-ahikunthakayo,ltr,Telungu
FALSE,tan,ltr,Tangale
FALSE,tao,ltr,Yami
FALSE,tap,ltr,Taabwa
FALSE,taq,ltr,Tamasheq
FALSE,tar,ltr,"Tarahumara, Central"
FALSE,tar-x-ralamuli,ltr,Ralamuli
FALSE,tau,ltr,"Tanana, Upper"
FALSE,tav,ltr,Tatuyo
FALSE,taw,ltr,Tai
FALSE,tax,ltr,Tamki
FALSE,tay,ltr,Atayal
FALSE,taz,ltr,Tocho
FALSE,tba,ltr,Aikanã
FALSE,tbb,ltr,Tapeba
FALSE,tbc,ltr,Takia
FALSE,tbc-x-bunamruw,ltr,Bunam Ruw
FALSE,tbc-x-megiar,ltr,Megiar
FALSE,tbc-x-ruw,ltr,
FALSE,tbd,ltr,Kaki Ae
FALSE,tbe,ltr,Tanibili
FALSE,tbf,ltr,Mandara
FALSE,tbg,ltr,"Tairora, North"
FALSE,tbg-x-abuhaina,ltr,Abuhaina
FALSE,tbg-x-nanta,ltr,Nanta
FALSE,tbi,ltr,Gaam
FALSE,tbj,ltr,Tiang
FALSE,tbk,ltr,"Tagbanwa, Calamian"
FALSE,tbl,ltr,Tboli
FALSE,tbl-x-southtboli,ltr,Southern Tboli
FALSE,tbl-x-ubo,ltr,Ubo
FALSE,tbm,ltr,Tagbu
FALSE,tbn,ltr,"Tunebo, Barro Negro"
FALSE,tbo,ltr,Tawala
FALSE,tbp,ltr,Diebroud
FALSE,tbr,ltr,Tumtum
FALSE,tbs,ltr,Tanguat
FALSE,tbt,ltr,Tembo
FALSE,tbt-x-kirhinyihinyi,ltr,
FALSE,tbv,ltr,Tobo
FALSE,tbw,ltr,Tagbanwa
FALSE,tbx,ltr,Kapin
FALSE,tby,ltr,Tabaru
FALSE,tbz,ltr,Ditammari
FALSE,tca,ltr,Ticuna
FALSE,tcb,ltr,Tanacross
FALSE,tcc,ltr,Datooga
FALSE,tcd,ltr,Tafi
FALSE,tce,ltr,"Tutchone, Southern"
FALSE,tcf,ltr,"Me’phaa, Malinaltepec"
FALSE,tcg,ltr,Tamagario
FALSE,tch,ltr,Turks and Caicos Creole English
FALSE,tci,ltr,Wára
FALSE,tck,ltr,Tchitchege
FALSE,tcl,ltr,Taman
FALSE,tcm,ltr,Tanahmerah
FALSE,tcn,ltr,Tichurong
FALSE,tco,ltr,Taungyo
FALSE,tcp,ltr,"Chin, Tawr"
FALSE,tcq,ltr,Kaiy
FALSE,tcs,ltr,Torres Strait Creole
FALSE,tct,ltr,T’en
FALSE,tcu,ltr,"Tarahumara, Southeastern"
FALSE,tcw,ltr,"Totonac, Tecpatlán"
FALSE,tcx,ltr,Toda
FALSE,tcy,ltr,Tulu
FALSE,tcy-x-koracha,ltr,
FALSE,tcy-x-mavilan,ltr,
FALSE,tcz,ltr,"Chin, Thado"
FALSE,tda,ltr,Tagdal
FALSE,tdb,ltr,Panchpargania
FALSE,tdc,ltr,Emberá-Tadó
FALSE,tdd,ltr,Tai Nüa
FALSE,tde,ltr,"Dogon, Tiranige Diga"
FALSE,tdf,ltr,Talieng
FALSE,tdg,ltr,"Tamang, Western"
FALSE,tdh,ltr,Thulung
FALSE,tdi,ltr,Tomadino
FALSE,tdj,ltr,Tajio
FALSE,tdk,ltr,Tambas
FALSE,tdl,ltr,Sur
FALSE,tdn,ltr,Tondano
FALSE,tdn-x-kakas,ltr,
FALSE,tdn-x-remboken,ltr,
FALSE,tdo,ltr,Teme
FALSE,tdq,ltr,Tita
FALSE,tdr,ltr,Todrah
FALSE,tds,ltr,Doutai
FALSE,tdt,ltr,Tetun Dili
FALSE,tdu,ltr,"Dusun, Tempasuk"
FALSE,tdv,ltr,Toro
FALSE,tdx,ltr,"Malagasy, Tandroy-Mahafaly"
FALSE,tdx-x-antambahoka,ltr,Antambahoka
FALSE,tdx-x-mahafaly,ltr,Mahafaly
FALSE,tdy,ltr,Tadyawan
TRUE,te,ltr,Telugu
FALSE,tea,ltr,Temiar
FALSE,tec,ltr,Terik
FALSE,ted,ltr,"Krumen, Tepo"
FALSE,tee,ltr,"Tepehua, Huehuetla"
FALSE,tef,ltr,Teressa
FALSE,teg,ltr,Teke-Tege
FALSE,teh,ltr,Tehuelche
FALSE,tei,ltr,Torricelli
FALSE,tek,ltr,"Teke, Ibali"
FALSE,tek-x-mbankana,ltr,
FALSE,tel-x-adebashaarya,ltr,
FALSE,tel-x-alba,ltr,Alba
FALSE,tel-x-allami,ltr,Allami
FALSE,tel-x-ardhan,ltr,Ardhan
FALSE,tel-x-ardhi,ltr,
FALSE,tel-x-arttap,ltr,
FALSE,tel-x-bagata,ltr,
FALSE,tel-x-barda,ltr,Barda
FALSE,tel-x-bestalu,ltr,
FALSE,tel-x-bheel,ltr,Bheel
FALSE,tel-x-bhovi,ltr,Bhovi
FALSE,tel-x-bommala,ltr,Bommala
FALSE,tel-x-chamari,ltr,
FALSE,tel-x-dasari,ltr,Dasari
FALSE,tel-x-dhaba,ltr,Dhaba
FALSE,tel-x-dhongri,ltr,
FALSE,tel-x-dudekula,ltr,Dudekula
FALSE,tel-x-gamperukula,ltr,Gamperukula
FALSE,tel-x-ganibasha,ltr,Ghani Bhasha
FALSE,tel-x-gusavu,ltr,
FALSE,tel-x-jangalu,ltr,
FALSE,tel-x-kabasha,ltr,Kabasha
FALSE,tel-x-kovi,ltr,Kovi
FALSE,tel-x-onda,ltr,Onda
FALSE,tel-x-orku,ltr,Orku
FALSE,tel-x-osti,ltr,Osti
FALSE,tel-x-otiya,ltr,
FALSE,tel-x-pardhi,ltr,
FALSE,tel-x-pichigunta,ltr,
FALSE,tel-x-piya,ltr,Piya
FALSE,tel-x-pusala,ltr,Pusala
FALSE,tel-x-sikaari,ltr,
FALSE,tel-x-telantelug,ltr,Telangana Telugu
FALSE,tel-x-telingu,ltr,
FALSE,tel-x-thakan,ltr,Thakan
FALSE,tel-x-thalaboomi,ltr,Thalaboomi
FALSE,tel-x-vadi,ltr,Vadi
FALSE,tel-x-yauedhi,ltr,
FALSE,tem,ltr,Themne
FALSE,teo,ltr,Teso
FALSE,teq,ltr,Temein
FALSE,ter,ltr,Terêna
FALSE,tes,ltr,Tengger
FALSE,test,ltr,
FALSE,tet,ltr,Tetun
FALSE,teu,ltr,Soo
FALSE,tev,ltr,Teor
FALSE,tew,ltr,Tewa
FALSE,tex,ltr,Tennet
FALSE,te-x-bairag,ltr,
FALSE,te-x-budugaja,ltr,
FALSE,te-x-dokkalig,ltr,
FALSE,te-x-dommara,ltr,Dommara
FALSE,te-x-gangireddula,ltr,Gangireddula
FALSE,te-x-kappalollu,ltr,Kapalollu
FALSE,te-x-katipapalu,ltr,Katipapalu
FALSE,te-x-muthrasi,ltr,Muthrasi
FALSE,te-x-nakkalol,ltr,
FALSE,te-x-netaka,ltr,
FALSE,te-x-paidi,ltr,
FALSE,te-x-pamuloll,ltr,
FALSE,te-x-yeloru,ltr,Yeloru
FALSE,tey,ltr,Tulishi
FALSE,tfi,ltr,"Gbe, Tofin"
FALSE,tfn,ltr,Tanaina
FALSE,tfo,ltr,Tefaro
FALSE,tfr,ltr,Teribe
FALSE,tft,ltr,Ternate
FALSE,tg,ltr,Tajik
FALSE,tga,ltr,Sagalla
FALSE,tgb,ltr,Tobilung
FALSE,tgc,ltr,Tigak
FALSE,tgc-x-islandtiga,ltr,Tigak Island
FALSE,tgd,ltr,Ciwogai
FALSE,tge,ltr,"Tamang, Eastern Gorkha"
FALSE,tgf,ltr,Chalikha
FALSE,tgh,ltr,Tobagonian Creole English
FALSE,tgi,ltr,Lawunuia
FALSE,tgj,ltr,Tagin
FALSE,tgk-UZ-lyuli,ltr,Lyuli
FALSE,tgn,ltr,Tandaganon
FALSE,tgn-x-kadi,ltr,Kadi
FALSE,tgo,ltr,Sudest
FALSE,tgp,ltr,Tangoa
FALSE,tgq,ltr,Tring
FALSE,tgr,ltr,Tareng
FALSE,tgs,ltr,Nume
FALSE,tgt,ltr,"Tagbanwa, Central"
FALSE,tgu,ltr,Tanggu
FALSE,tgu-x-ang,ltr,Ang
FALSE,tgu-x-her,ltr,Her
FALSE,tgv,ltr,Tingui-Boto
FALSE,tgw,ltr,"Sénoufo, Tagwana"
FALSE,tgx,ltr,Tagish
FALSE,tgz,ltr,Tagalaka
TRUE,th,ltr,Thai
FALSE,thc,ltr,Tai Hang Tong
FALSE,thd,ltr,Thayore
FALSE,the,ltr,Madhya Ksetriya Tharu
FALSE,thf,ltr,Thangmi
FALSE,thh,ltr,"Tarahumara, Northern"
FALSE,thi,ltr,Tai Long
FALSE,thk,ltr,Kitharaka
FALSE,thl,ltr,"Tharu, Dangaura"
FALSE,thm,ltr,Aheu
FALSE,thn,ltr,Thachanadan
FALSE,thp,ltr,Thompson
FALSE,thq,ltr,"Tharu, Kochila"
FALSE,thr,ltr,"Tharu, Rana"
FALSE,ths,ltr,Thakali
FALSE,tht,ltr,Tahltan
FALSE,thu,ltr,Thuri
FALSE,thv,ltr,"Tamahaq, Tahaggart"
FALSE,thw,ltr,Thudam
FALSE,thy,ltr,Tha
FALSE,thz,ltr,"Tamajeq, Tayart"
FALSE,ti,ltr,Tigrinya
FALSE,tia,ltr,"Tamazight, Tidikelt"
FALSE,tic,ltr,Tira
FALSE,tid,ltr,Tidong
FALSE,tid-x-menabursemido,ltr,Menabur Semido
FALSE,tid-x-punanmabung,ltr,Punan Mabung
FALSE,tid-x-punansemolon,ltr,Punan Semolon
FALSE,tid-x-punantarau,ltr,Punan Tarau
FALSE,tid-x-punantebunyau,ltr,Punan Tebunyau
FALSE,tif,ltr,Tifal
FALSE,tig,ltr,Tigré
FALSE,tih,ltr,Timugon Murut
FALSE,tii,ltr,Tiene
FALSE,tij,ltr,Tilung
FALSE,tik,ltr,Tikar
FALSE,tim,ltr,Timbe
FALSE,tin,ltr,Tindi
FALSE,tio,ltr,Teop
FALSE,tip,ltr,Trimuris
FALSE,tiq,ltr,Tiéfo
FALSE,tis,ltr,"Itneg, Masadiit"
FALSE,tis-x-abra,ltr,
FALSE,tis-x-boliney,ltr,Boliney
FALSE,tit,ltr,Tinigua
FALSE,tiu,ltr,Adasen
FALSE,tiv,ltr,Tiv
FALSE,tiw,ltr,Tiwi
FALSE,tix,ltr,"Tiwa, Southern"
FALSE,ti-x-eritra,ltr,
FALSE,tiy,ltr,Tiruray
FALSE,tiz,ltr,Tai Hongjin
FALSE,tja,ltr,Tajuasohn
FALSE,tjg,ltr,Tunjung
FALSE,tji,ltr,"Tujia, Northern"
FALSE,tjl,ltr,Tai Laing
FALSE,tjm,ltr,Timucua
FALSE,tjo,ltr,"Tamazight, Temacine"
FALSE,tjs,ltr,"Tujia, Southern"
FALSE,tjw,ltr,Djabwurrung
FALSE,tk,rtl,Turkmen
FALSE,tka,ltr,Truká
FALSE,tkb,ltr,Buksa
FALSE,tkd,ltr,Tukudede
FALSE,tke,ltr,Takwane
FALSE,tkg,ltr,"Malagasy, Tesaka"
FALSE,tkl,ltr,Tokelauan
FALSE,tkm,ltr,Takelma
FALSE,tkn,ltr,Toku-No-Shima
FALSE,tkp,ltr,Tikopia
FALSE,tkq,ltr,Tee
FALSE,tkr,ltr,Tsakhur
FALSE,tks,rtl,Takestani
FALSE,tkt,ltr,"Tharu, Kathariya"
FALSE,tku,ltr,"Totonac, Upper Necaxa"
FALSE,tkv,ltr,Mur Pano
FALSE,tkw,ltr,Teanu
FALSE,tkx,ltr,Tangko
FALSE,tkz,ltr,Takua
TRUE,tl,ltr,Tagalog
FALSE,tla,ltr,"Tepehuan, Southwestern"
FALSE,tlb,ltr,Tobelo
FALSE,tlc,ltr,"Totonac, Yecuatla"
FALSE,tld,ltr,Talaud
FALSE,tlf,ltr,Telefol
FALSE,tlg,ltr,Tofanma
FALSE,tlh,ltr,Klingon
FALSE,tli,ltr,Tlingit
FALSE,tlj,ltr,Talinga-Bwisi
FALSE,tlk,ltr,Taloki
FALSE,tll,ltr,Tetela
FALSE,tlm,ltr,Tolomako
FALSE,tln,ltr,Talondo’
FALSE,tlo,ltr,Talodi
FALSE,tlp,ltr,"Totonac, Filomena Mata-Coahuitlán"
FALSE,tlq,ltr,Tai Loi
FALSE,tlr,ltr,Talise
FALSE,tlr-x-kuma,ltr,Kuma
FALSE,tlr-x-riva,ltr,Riva
FALSE,tlr-x-tolo,ltr,Tolo
FALSE,tls,ltr,Tambotalo
FALSE,tlt,ltr,Teluti
FALSE,tlu,ltr,Tulehu
FALSE,tlv,ltr,Taliabu
FALSE,tlx,ltr,Khehek
FALSE,tly,ltr,Talysh
FALSE,tma,ltr,Tama
FALSE,tmb,ltr,Avava
FALSE,tmc,ltr,Tumak
FALSE,tmd,ltr,Haruai
FALSE,tme,ltr,Tremembé
FALSE,tmf,ltr,Toba-Maskoy
FALSE,tmh,ltr,
FALSE,tmi,ltr,Tutuba
FALSE,tmj,ltr,Samarokena
FALSE,tmk,ltr,"Tamang, Northwestern"
FALSE,tml,ltr,"Citak, Tamnim"
FALSE,tmm,ltr,Tai Thanh
FALSE,tmn,ltr,Dayak Taman Kapuas
FALSE,tmn-x-dayaktamambaloh,ltr,Dayak Tamambaloh
FALSE,tmn-x-nangataman,ltr,
FALSE,tmn-x-tamansesat,ltr,
FALSE,tmo,ltr,Temoq
FALSE,tmp,ltr,Tai Mène
FALSE,tmq,ltr,Tumleo
FALSE,tmr,ltr,Jewish Babylonian Aramaic
FALSE,tms,ltr,Tima
FALSE,tmt,ltr,Tasmate
FALSE,tmu,ltr,Iau
FALSE,tmv,ltr,Tembo
FALSE,tmw,ltr,Temuan
FALSE,tmy,ltr,Tami
FALSE,tn,ltr,Tswana
FALSE,tna,ltr,Tacana
FALSE,tnb,ltr,"Tunebo, Western"
FALSE,tnc,ltr,Tanimuca-Retuarã
FALSE,tnd,ltr,"Tunebo, Angosturas"
FALSE,tne,ltr,"Kallahan, Tinoc"
FALSE,tng,ltr,Tobanga
FALSE,tnh,ltr,Maiani
FALSE,tnh-x-gugubar,ltr,Gugubar
FALSE,tnh-x-sereken,ltr,Sereken
FALSE,tnh-x-wagimuda,ltr,Wagimuda
FALSE,tni,ltr,Tandia
FALSE,tnk,ltr,Kwamera
FALSE,tnl,ltr,Lenakel
